name,virus,subtype,bootstrap support
HQ229336,HCV,3a,100.0
HQ229427,HCV,1b,100.0
HQ229454,HCV,1b,100.0
HQ229453,HCV,1a,100.0
HQ229431,HCV,3a,100.0
HQ229456,HCV,1b,100.0
HQ229469,HCV,1a,100.0
HQ229455,HCV,3a,100.0
HQ229351,HCV,1a,100.0
HQ229335,HCV,3a,100.0
HQ229386,HCV,1a,100.0
HQ229396,HCV,1b,100.0
HQ229421,HCV,3a,100.0
HQ229433,HCV,1b,100.0
HQ229463,HCV,1a,100.0
HQ229464,HCV,3a,100.0
HQ229470,HCV,1a,100.0
HQ229476,HCV,3a,100.0
HQ229482,HCV,3a,100.0
HQ229481,HCV,3a,100.0
HQ229487,HCV,3a,100.0
HQ229483,HCV,3b,100.0
HQ229486,HCV,3a,100.0
HQ229498,HCV,1a,100.0
HQ229495,HCV,3a,100.0
HQ229499,HCV,1a,100.0
HQ229496,HCV,3b,100.0
HQ229338,HCV,1b,100.0
HQ229339,HCV,3a,100.0
HQ229337,HCV,3a,100.0
FJ807143,HCV,4d,100.0
HQ229521,HCV,1a,100.0
HQ229516,HCV,3b,100.0
HQ229519,HCV,1a,100.0
HQ229514,HCV,1b,100.0
HQ229518,HCV,3a,100.0
FJ807162,HCV,4d,100.0
FJ807163,HCV,4d,100.0
FJ807166,HCV,4d,100.0
HQ229324,HCV,1a,100.0
HQ229326,HCV,1a,100.0
HQ229325,HCV,1a,100.0
HQ229329,HCV,1a,100.0
MK135308,HCV,1a,100.0
MK135316,HCV,1a,100.0
MK135314,HCV,1a,100.0
MK135318,HCV,1a,100.0
MK135304,HCV,1a,100.0
MK135320,HCV,1a,100.0
MK135322,HCV,1a,100.0
MK135323,HCV,1a,100.0
MK135321,HCV,1a,100.0
MK135313,HCV,1a,100.0
MK135315,HCV,1a,100.0
MK135325,HCV,1a,100.0
MK135330,HCV,1a,100.0
MK135329,HCV,1a,100.0
MK135312,HCV,1a,100.0
MK135338,HCV,1a,100.0
MK135342,HCV,1a,100.0
MK135341,HCV,1a,100.0
MK135334,HCV,1a,100.0
MK135333,HCV,1a,100.0
MK135336,HCV,1a,100.0
MK135346,HCV,1a,100.0
MK135347,HCV,1a,100.0
MK135343,HCV,1a,100.0
MK135310,HCV,1a,100.0
MK135349,HCV,1a,100.0
MK135351,HCV,1a,100.0
MK135358,HCV,"unassigned_1, 1b-1a",NA
MK135355,HCV,1a,100.0
MK135360,HCV,1b,100.0
MK135352,HCV,1a,100.0
MK135366,HCV,"unassigned_1, 1b-1a",NA
MK135364,HCV,1b,100.0
MK135375,HCV,1b,100.0
MK135362,HCV,1b,100.0
MK135383,HCV,"unassigned_1, 1b-1a",NA
MK135382,HCV,1b,100.0
MK135381,HCV,1b,100.0
MK135369,HCV,"unassigned_1, 1b-1a",NA
MK135372,HCV,1b,100.0
MK135370,HCV,1b,100.0
MK135385,HCV,1b,100.0
MK135388,HCV,1b,100.0
MK135390,HCV,1b,100.0
MK135394,HCV,1b,100.0
MK135396,HCV,1b,100.0
MK135393,HCV,1b,100.0
MK135397,HCV,1b,100.0
MK135401,HCV,1b,100.0
MK135402,HCV,1b,100.0
MK135405,HCV,1b,100.0
MK135408,HCV,1b,100.0
MK135403,HCV,1b,100.0
MK135418,HCV,3a,100.0
MK135417,HCV,3a,100.0
MK135415,HCV,3a,100.0
MK135419,HCV,3a,100.0
MK135424,HCV,3a,100.0
MK135422,HCV,3a,100.0
MK135421,HCV,3a,100.0
MK135409,HCV,1b,100.0
MK135412,HCV,1b,100.0
MK135411,HCV,1b,100.0
MK135426,HCV,3a,100.0
MK135425,HCV,3a,100.0
MK135427,HCV,3a,100.0
MH614247,HCV,3a,100.0
MH614248,HCV,3a,100.0
MK135431,HCV,3a,100.0
MH614249,HCV,1a,100.0
MH614250,HCV,3a,100.0
MK135432,HCV,3a,100.0
MK135433,HCV,3a,100.0
MK135373,HCV,1b,100.0
MK135378,HCV,1b,100.0
PX468941,HCV,1b,100.0
PX468942,HCV,1b,100.0
PX468940,HCV,1b,100.0
PX468935,HCV,1a,100.0
PX468936,HCV,1a,100.0
PX468938,HCV,1a,100.0
MH614253,HCV,3a,100.0
PX468945,HCV,1b,100.0
MH614252,HCV,3a,100.0
PX468944,HCV,1b,100.0
MH614255,HCV,3a,100.0
PX468950,HCV,3a,100.0
PX468948,HCV,1b,100.0
PX468952,HCV,3a,100.0
MH614257,HCV,4a,100.0
MH614260,HCV,3a,100.0
MT502209,HCV,3a,100.0
MH614259,HCV,1a,100.0
MH614254,HCV,1a,100.0
MH614258,HCV,3a,100.0
MH614256,HCV,1a,100.0
MT502233,HCV,3a,100.0
MT502232,HCV,3a,100.0
MT502234,HCV,3a,100.0
MT502236,HCV,3a,100.0
MT502241,HCV,3a,100.0
MT502205,HCV,3a,100.0
MT502207,HCV,3a,100.0
MT502204,HCV,3a,100.0
PX468955,HCV,3a,100.0
PX468953,HCV,3a,100.0
MT502208,HCV,3a,100.0
MT502224,HCV,3a,100.0
MT502226,HCV,3a,100.0
MT502228,HCV,3a,100.0
MT502221,HCV,3a,100.0
MT502227,HCV,3a,100.0
MT502225,HCV,3a,100.0
MT502230,HCV,3a,100.0
MT502222,HCV,3a,100.0
MT502223,HCV,3a,100.0
MT502229,HCV,3a,100.0
KR095344,HCV,6c,100.0
KR095342,HCV,6i,100.0
KR095343,HCV,6c,100.0
KR095348,HCV,6f,100.0
KR095346,HCV,6n,100.0
KR095347,HCV,6n,100.0
KR095349,HCV,6f,100.0
KR095350,HCV,6c,100.0
KR095351,HCV,6n,100.0
MT502244,HCV,3a,100.0
KR095345,HCV,6c,100.0
MT502239,HCV,3a,100.0
MT502237,HCV,3a,100.0
MT502242,HCV,3a,100.0
MT502238,HCV,3a,100.0
MT502235,HCV,3a,100.0
KR095352,HCV,6f,100.0
KR095354,HCV,6f,100.0
KR095353,HCV,6f,100.0
AB488514,HCV,1b,100.0
