name,virus,subtype,bootstrap support
MG879000,HCV,6w,100.0
MG738825,HCV,1a,100.0
PQ899568,HCV,"unassigned_1, 5a-1c",NA
PQ899567,HCV,5a,100.0
MG878999,HCV,1b,86.0
MH885469,HCV,1c,97.0
D00944,HCV,2a,100.0
D10988,HCV,2b,100.0
D28917,HCV,3a,100.0
D49374,HCV,3b,100.0
D90208,HCV,1b,100.0
D17763,HCV,3a,100.0
DQ516083,HCV,4d,100.0
DQ516084,HCV,4a,100.0
EF026073,HCV,2j,100.0
Y13184,HCV,5a,100.0
Y11604,HCV,4a,100.0
Y12083,HCV,6a,100.0
AB047639,HCV,2a,100.0
AB030907,HCV,2b,100.0
AF169003,HCV,2a,100.0
AF169002,HCV,2a,100.0
AF169004,HCV,2a,100.0
AF169005,HCV,2a,100.0
AF064490,HCV,5a,100.0
AM408911,HCV,2j,100.0
AY051292,HCV,1c,100.0
AY651061,HCV,1c,100.0
AY878650,HCV,6l,100.0
HM777359,HCV,2j,100.0
HM777358,HCV,2j,100.0
JF509176,HCV,3a,100.0
JF509177,HCV,3a,100.0
JF509175,HCV,3a,100.0
EU392169,HCV,4f,100.0
PX446232,HCV,4f,100.0
PX459926,HCV,1e,100.0
PX376056,HCV,1l,100.0
PX290144,HCV,4f,100.0
FJ830938,HCV,1a,100.0
FJ407092,HCV,3i,100.0
FJ830936,HCV,1a,100.0
FJ830988,HCV,1a,100.0
FJ830987,HCV,1a,100.0
FJ830980,HCV,1a,100.0
FJ830993,HCV,1b,100.0
FJ831000,HCV,1a,100.0
FJ830998,HCV,1a,100.0
FJ831012,HCV,1a,100.0
FJ831020,HCV,1a,100.0
FJ831028,HCV,1b,100.0
FJ831034,HCV,1a,100.0
FJ831036,HCV,1a,100.0
FJ831038,HCV,1a,100.0
FJ831044,HCV,1a,100.0
FJ831047,HCV,1a,100.0
FJ831048,HCV,1a,100.0
FJ831050,HCV,1b,100.0
FJ831058,HCV,1b,100.0
FJ831062,HCV,1a,100.0
FJ831055,HCV,1b,100.0
FJ831089,HCV,1b,100.0
FJ831096,HCV,1b,100.0
FJ831118,HCV,1a,100.0
FJ831090,HCV,1a,100.0
FJ831142,HCV,1b,100.0
FJ831152,HCV,1b,100.0
FJ831148,HCV,1b,100.0
FJ831154,HCV,1b,100.0
FJ831160,HCV,1a,100.0
FJ831166,HCV,1b,100.0
FJ831184,HCV,1a,100.0
FJ831168,HCV,1b,100.0
FJ831177,HCV,1a,100.0
FJ831192,HCV,1b,100.0
FJ831204,HCV,1b,100.0
FJ831206,HCV,1b,100.0
FJ831208,HCV,1a,100.0
FJ831218,HCV,1a,100.0
FJ831222,HCV,1a,100.0
FJ831224,HCV,1a,100.0
FJ831250,HCV,1a,100.0
FJ831244,HCV,1a,100.0
FJ831252,HCV,1a,100.0
FJ831227,HCV,1b,100.0
FJ831285,HCV,1b,100.0
FJ831282,HCV,1a,100.0
FJ831268,HCV,1a,100.0
FJ831290,HCV,1b,100.0
FJ831324,HCV,1a,100.0
FJ831326,HCV,1a,100.0
FJ831336,HCV,1b,100.0
FJ831345,HCV,1b,100.0
FJ831349,HCV,1a,100.0
FJ831351,HCV,1b,100.0
FJ831365,HCV,1a,100.0
FJ831347,HCV,1a,100.0
FJ831373,HCV,1b,100.0
FJ831377,HCV,1a,100.0
FJ831379,HCV,1a,100.0
FJ831375,HCV,1a,100.0
FJ831381,HCV,1a,100.0
FJ831361,HCV,1a,100.0
FJ831389,HCV,1a,100.0
FJ831387,HCV,1b,100.0
FJ831393,HCV,1a,100.0
FJ831391,HCV,1a,100.0
FJ831367,HCV,1a,100.0
FJ831397,HCV,1a,100.0
FJ831411,HCV,1a,100.0
FJ831415,HCV,1b,100.0
FJ831413,HCV,1b,100.0
FJ831427,HCV,1a,100.0
FJ831437,HCV,1a,100.0
FJ831439,HCV,1a,100.0
FJ831425,HCV,1b,100.0
FJ831335,HCV,1b,100.0
FJ831359,HCV,1a,100.0
FJ831363,HCV,1a,100.0
FJ830946,HCV,1a,100.0
FJ830952,HCV,1a,100.0
FJ830950,HCV,1a,100.0
FJ830948,HCV,1a,100.0
FJ830958,HCV,1a,100.0
FJ830956,HCV,1a,100.0
FJ830954,HCV,1b,100.0
FJ830962,HCV,1b,100.0
FJ830967,HCV,1a,100.0
FJ830970,HCV,1a,100.0
FJ830978,HCV,1a,100.0
FJ830976,HCV,1a,100.0
FJ830968,HCV,1a,100.0
FJ830960,HCV,1a,100.0
FJ830982,HCV,1b,100.0
FJ830964,HCV,1a,100.0
FJ830984,HCV,1a,100.0
FJ830994,HCV,1b,100.0
FJ830996,HCV,1b,100.0
FJ831004,HCV,1b,100.0
FJ831006,HCV,1b,100.0
FJ831008,HCV,1b,100.0
FJ831014,HCV,1a,100.0
FJ831003,HCV,1a,100.0
FJ830990,HCV,1b,100.0
FJ831018,HCV,1b,100.0
FJ831010,HCV,1a,100.0
FJ831026,HCV,1b,100.0
FJ831022,HCV,1b,100.0
FJ831016,HCV,1a,100.0
FJ831030,HCV,1b,100.0
FJ831032,HCV,1b,100.0
FJ831040,HCV,1b,100.0
FJ831024,HCV,1a,100.0
FJ831052,HCV,1a,100.0
FJ831060,HCV,1a,100.0
FJ831067,HCV,1b,100.0
FJ831056,HCV,1b,100.0
FJ831042,HCV,1b,100.0
FJ831074,HCV,1b,100.0
FJ831076,HCV,1a,100.0
FJ831070,HCV,1b,100.0
FJ831082,HCV,1a,100.0
FJ831084,HCV,1b,100.0
FJ831078,HCV,1a,100.0
FJ831086,HCV,1a,100.0
FJ831092,HCV,1a,100.0
FJ831094,HCV,1a,100.0
FJ831080,HCV,1a,100.0
FJ831098,HCV,1a,100.0
FJ831068,HCV,1b,100.0
FJ831064,HCV,1b,100.0
FJ831108,HCV,1b,100.0
FJ831110,HCV,1a,100.0
FJ831104,HCV,1a,100.0
FJ831100,HCV,1a,100.0
FJ831106,HCV,1b,100.0
FJ831122,HCV,1a,100.0
FJ831116,HCV,1a,100.0
FJ831120,HCV,1a,100.0
FJ831124,HCV,1a,100.0
FJ831126,HCV,1a,100.0
FJ831115,HCV,1b,100.0
FJ831112,HCV,1a,100.0
FJ831132,HCV,1a,100.0
FJ831134,HCV,1b,100.0
FJ831136,HCV,1a,100.0
FJ831130,HCV,1b,100.0
FJ831138,HCV,1a,100.0
FJ831144,HCV,1a,100.0
FJ831146,HCV,1a,100.0
FJ831102,HCV,1a,100.0
FJ831151,HCV,1a,100.0
FJ831072,HCV,1b,100.0
FJ831162,HCV,1a,100.0
FJ831164,HCV,1a,100.0
FJ831158,HCV,1a,100.0
FJ831156,HCV,1a,100.0
FJ831170,HCV,1a,100.0
FJ831128,HCV,1a,100.0
FJ831178,HCV,1a,100.0
FJ831140,HCV,1a,100.0
FJ831172,HCV,1a,100.0
FJ831188,HCV,1b,100.0
FJ831174,HCV,1a,100.0
FJ831180,HCV,1a,100.0
FJ831190,HCV,1a,100.0
FJ831186,HCV,1a,100.0
FJ831198,HCV,1a,100.0
FJ831196,HCV,1b,100.0
FJ831194,HCV,1a,100.0
FJ831200,HCV,1a,100.0
FJ831202,HCV,1a,100.0
FJ831210,HCV,1b,100.0
FJ831220,HCV,1a,100.0
FJ831213,HCV,1a,100.0
FJ831214,HCV,1a,100.0
FJ831230,HCV,1a,100.0
FJ831232,HCV,1a,100.0
FJ831234,HCV,1a,100.0
FJ831236,HCV,1b,100.0
FJ831242,HCV,1a,100.0
FJ831239,HCV,1a,100.0
FJ831229,HCV,1a,100.0
FJ831254,HCV,1a,100.0
FJ831241,HCV,1b,100.0
FJ831258,HCV,1b,100.0
FJ831260,HCV,1b,100.0
FJ831262,HCV,1b,100.0
FJ831264,HCV,1a,100.0
FJ831266,HCV,1a,100.0
FJ831257,HCV,1b,100.0
FJ831246,HCV,1a,100.0
FJ831276,HCV,1b,100.0
FJ831248,HCV,1b,100.0
FJ831274,HCV,1b,100.0
FJ831280,HCV,1a,100.0
FJ831288,HCV,1b,100.0
FJ831292,HCV,1a,100.0
FJ831286,HCV,1a,100.0
FJ831295,HCV,1b,100.0
FJ831296,HCV,1b,100.0
FJ831279,HCV,1b,100.0
FJ831300,HCV,1a,100.0
FJ831308,HCV,1a,100.0
FJ831302,HCV,1a,100.0
FJ831304,HCV,1a,100.0
FJ831306,HCV,1a,100.0
FJ831312,HCV,1b,100.0
FJ831318,HCV,1a,100.0
FJ831315,HCV,1a,100.0
FJ831270,HCV,1a,100.0
FJ831298,HCV,1a,100.0
FJ831330,HCV,1a,100.0
FJ831323,HCV,1b,100.0
FJ831332,HCV,1b,100.0
FJ831320,HCV,1b,100.0
FJ831339,HCV,1b,100.0
FJ831340,HCV,1a,100.0
FJ831343,HCV,1b,100.0
FJ831317,HCV,1a,100.0
FJ831371,HCV,1a,100.0
FJ831383,HCV,1a,100.0
FJ831385,HCV,1a,100.0
FJ831395,HCV,1a,100.0
FJ831399,HCV,1a,100.0
FJ831403,HCV,1b,100.0
FJ831310,HCV,1a,100.0
FJ831407,HCV,1a,100.0
FJ831405,HCV,1a,100.0
FJ831409,HCV,1a,100.0
FJ831401,HCV,1a,100.0
FJ831417,HCV,1a,100.0
FJ831423,HCV,1a,100.0
FJ831419,HCV,1a,100.0
FJ831429,HCV,1b,100.0
FJ831431,HCV,1a,100.0
FJ831433,HCV,1b,100.0
FJ831435,HCV,1a,100.0
FJ831421,HCV,1a,100.0
FJ831353,HCV,1b,100.0
FJ831357,HCV,1a,100.0
FJ831355,HCV,1b,100.0
FJ831328,HCV,1a,100.0
FJ830940,HCV,1a,100.0
FJ830944,HCV,1a,100.0
FJ830942,HCV,1a,100.0
FJ830972,HCV,1a,100.0
FJ830974,HCV,1a,100.0
JX463526,HCV,1a,100.0
JX463528,HCV,1a,100.0
JX463527,HCV,1a,100.0
JX463525,HCV,1a,100.0
JX463529,HCV,1a,100.0
JX463530,HCV,1a,100.0
JX463533,HCV,1a,100.0
JX463544,HCV,1a,100.0
JX463534,HCV,1a,100.0
JX463540,HCV,1a,100.0
JX463531,HCV,1a,100.0
JX463539,HCV,1a,100.0
JX463535,HCV,1a,100.0
JX463545,HCV,1a,100.0
JX463543,HCV,1a,100.0
JX463537,HCV,1a,100.0
JX463542,HCV,1a,100.0
JX463532,HCV,1a,100.0
JX463538,HCV,1a,100.0
JX463536,HCV,1a,100.0
JX463541,HCV,1a,100.0
JX463638,HCV,1a,100.0
JX463548,HCV,1a,100.0
JX463547,HCV,1a,100.0
JX463546,HCV,1a,100.0
JX463557,HCV,1a,100.0
JX463551,HCV,1a,100.0
JX463549,HCV,1a,100.0
JX463556,HCV,1a,100.0
JX463550,HCV,1a,100.0
JX463553,HCV,1a,100.0
JX463554,HCV,1a,100.0
JX463555,HCV,1a,100.0
JX463558,HCV,1a,100.0
JX463552,HCV,1a,100.0
JX463560,HCV,1a,100.0
JX463561,HCV,1a,100.0
JX463559,HCV,1a,100.0
JX463566,HCV,1a,100.0
JX463564,HCV,1a,100.0
JX463562,HCV,1a,100.0
JX463567,HCV,1a,100.0
JX463568,HCV,1a,100.0
JX463569,HCV,1a,100.0
JX463571,HCV,1a,100.0
JX463573,HCV,1a,100.0
JX463575,HCV,1a,100.0
JX463577,HCV,1a,100.0
JX463576,HCV,1a,100.0
JX463570,HCV,1a,100.0
JX463565,HCV,1a,100.0
JX463574,HCV,1a,100.0
JX463572,HCV,1a,100.0
JX463563,HCV,1a,100.0
JX463578,HCV,1a,100.0
JX463581,HCV,1a,100.0
JX463579,HCV,1a,100.0
JX463582,HCV,1a,100.0
JX463588,HCV,1a,100.0
JX463580,HCV,1a,100.0
JX463587,HCV,1a,100.0
JX463585,HCV,1a,100.0
JX463584,HCV,1a,100.0
JX463586,HCV,1a,100.0
JX463583,HCV,1a,100.0
JX463591,HCV,1a,100.0
JX463596,HCV,1a,100.0
JX463594,HCV,1a,100.0
JX463590,HCV,1a,100.0
JX463592,HCV,1a,100.0
JX463593,HCV,1a,100.0
JX463595,HCV,1a,100.0
JX463589,HCV,1a,100.0
JX463597,HCV,1a,100.0
JX463598,HCV,1a,100.0
JX463601,HCV,1a,100.0
JX463600,HCV,1a,100.0
JX463599,HCV,1a,100.0
JX463603,HCV,1a,100.0
JX463606,HCV,1a,100.0
JX463604,HCV,1a,100.0
JX463602,HCV,1a,100.0
JX463608,HCV,1a,100.0
JX463609,HCV,1a,100.0
JX463607,HCV,1a,100.0
JX463612,HCV,1a,100.0
JX463610,HCV,1a,100.0
JX463611,HCV,1a,100.0
JX463613,HCV,1a,100.0
JX463605,HCV,1a,100.0
JX463616,HCV,1a,100.0
JX463614,HCV,1a,100.0
JX463618,HCV,1a,100.0
JX463617,HCV,1a,100.0
JX463620,HCV,1a,100.0
JX463615,HCV,1a,100.0
JX463619,HCV,1a,100.0
JX463622,HCV,1a,100.0
JX463625,HCV,1a,100.0
JX463621,HCV,1a,100.0
JX463623,HCV,1a,100.0
JX463627,HCV,1a,100.0
JX463626,HCV,1a,100.0
JX463631,HCV,1a,100.0
JX463632,HCV,1a,100.0
JX463624,HCV,1a,100.0
JX463629,HCV,1a,100.0
JX463634,HCV,1a,100.0
JX463628,HCV,1a,100.0
JX463637,HCV,1a,100.0
JX463633,HCV,1a,100.0
JX463630,HCV,1a,100.0
JX463640,HCV,1a,100.0
JX463635,HCV,1a,100.0
JX463636,HCV,1a,100.0
JX463641,HCV,1a,100.0
JX463639,HCV,1a,100.0
KC439515,HCV,1b,100.0
KC439527,HCV,1b,100.0
KC439523,HCV,1b,100.0
KC439526,HCV,1b,100.0
KC439493,HCV,1b,100.0
KC439485,HCV,1b,100.0
KC439491,HCV,1b,100.0
KC439489,HCV,1b,100.0
KC439492,HCV,1b,100.0
KC439490,HCV,1b,100.0
KC439487,HCV,1b,100.0
KC439483,HCV,1b,100.0
KC439494,HCV,1b,100.0
KC439482,HCV,1b,100.0
KC439484,HCV,1b,100.0
KC439486,HCV,1b,100.0
KC439495,HCV,1b,100.0
KC439497,HCV,1b,100.0
KC439499,HCV,1b,100.0
KC439501,HCV,1b,100.0
KC439488,HCV,1b,100.0
KC439496,HCV,1b,100.0
KC439481,HCV,1b,100.0
KC439504,HCV,1b,100.0
KC439505,HCV,1b,100.0
KC439500,HCV,1b,100.0
KC439502,HCV,1b,100.0
KC439498,HCV,1b,100.0
KC439507,HCV,1b,100.0
KC439510,HCV,1b,100.0
KC439503,HCV,1b,100.0
KC439517,HCV,1b,100.0
KC439508,HCV,1b,100.0
KC439506,HCV,1b,100.0
KC439509,HCV,1b,100.0
KC439512,HCV,1b,100.0
KC439521,HCV,1b,100.0
KC439511,HCV,1b,100.0
KC439514,HCV,1b,100.0
KC439518,HCV,1b,100.0
KC439524,HCV,1b,100.0
KC439519,HCV,1b,100.0
KC439513,HCV,1b,100.0
KC439520,HCV,1b,100.0
KC439516,HCV,1b,100.0
KC439525,HCV,1b,100.0
KC439522,HCV,1b,100.0
OP022908,HCV,2a,100.0
OP022910,HCV,2a,100.0
OP022909,HCV,2a,100.0
OP022907,HCV,2a,100.0
OP022902,HCV,2a,100.0
OP022904,HCV,2b,100.0
OP022913,HCV,2b,100.0
OP022912,HCV,2b,100.0
OP022905,HCV,2a,100.0
OP022911,HCV,2a,100.0
OP022916,HCV,2b,100.0
OP022914,HCV,2b,100.0
OP022917,HCV,2a,100.0
OP022906,HCV,2b,100.0
OP022903,HCV,2b,100.0
OP022920,HCV,2a,100.0
OP022921,HCV,2a,100.0
OP022915,HCV,2b,100.0
OP022919,HCV,2b,100.0
KJ530193,HCV,1b,100.0
KJ530049,HCV,1a,100.0
KJ530050,HCV,1b,100.0
KJ530047,HCV,1a,100.0
KJ530055,HCV,1a,100.0
KJ530058,HCV,1b,100.0
KJ530059,HCV,1a,100.0
KJ530053,HCV,1a,100.0
KJ530056,HCV,1b,100.0
KJ530052,HCV,1a,100.0
KJ530051,HCV,1b,100.0
KJ530062,HCV,1a,100.0
KJ530063,HCV,1a,100.0
KJ530068,HCV,1a,100.0
KJ530067,HCV,1a,100.0
KJ530071,HCV,1a,100.0
KJ530054,HCV,1a,100.0
KJ530064,HCV,1a,100.0
KJ530072,HCV,1b,100.0
KJ530074,HCV,1a,100.0
KJ530073,HCV,1b,100.0
KJ530081,HCV,1a,100.0
KJ530082,HCV,1a,100.0
KJ530066,HCV,1b,100.0
KJ530092,HCV,1a,100.0
KJ530091,HCV,1b,100.0
KJ530087,HCV,1b,100.0
KJ530096,HCV,1a,100.0
KJ530093,HCV,1a,100.0
KJ530097,HCV,1a,100.0
KJ530089,HCV,1a,100.0
KJ530109,HCV,1a,100.0
KJ530111,HCV,1a,100.0
KJ530113,HCV,1b,100.0
KJ530115,HCV,1a,100.0
KJ530117,HCV,1b,100.0
KJ530120,HCV,1a,100.0
KJ530125,HCV,1a,100.0
KJ530122,HCV,1b,100.0
KJ530129,HCV,1b,100.0
KJ530131,HCV,1b,100.0
KJ530124,HCV,1b,100.0
KJ530132,HCV,1a,100.0
KJ530130,HCV,1a,100.0
KJ530135,HCV,1a,100.0
KJ530146,HCV,1a,100.0
KJ530144,HCV,1a,100.0
KJ530143,HCV,1b,100.0
KJ530138,HCV,1a,100.0
KJ530147,HCV,1b,100.0
KJ530148,HCV,1b,100.0
KJ530142,HCV,1a,100.0
KJ530136,HCV,1a,100.0
KJ530149,HCV,1a,100.0
KJ530153,HCV,1a,100.0
KJ530158,HCV,1a,100.0
KJ530155,HCV,1b,100.0
KJ530161,HCV,1a,100.0
KJ530164,HCV,1a,100.0
KJ530165,HCV,1a,100.0
KJ530166,HCV,1a,100.0
KJ530167,HCV,1a,100.0
KJ530172,HCV,1a,100.0
KJ530174,HCV,1a,100.0
KJ530168,HCV,1a,100.0
KJ530177,HCV,1a,100.0
KJ530182,HCV,1a,100.0
KJ530179,HCV,1b,100.0
KJ530180,HCV,1b,100.0
KJ530192,HCV,1b,100.0
KJ530185,HCV,1a,100.0
KJ530186,HCV,1b,100.0
KJ530162,HCV,1a,100.0
KJ530184,HCV,1b,100.0
KJ530048,HCV,1a,100.0
KJ530076,HCV,1a,100.0
KJ530095,HCV,1b,100.0
KJ530105,HCV,1a,100.0
KJ530110,HCV,1a,100.0
KJ530108,HCV,1a,100.0
KJ530099,HCV,1a,100.0
KJ530127,HCV,1a,100.0
KJ530126,HCV,1b,100.0
KJ530159,HCV,1a,100.0
KJ530151,HCV,1a,100.0
KJ530163,HCV,1a,100.0
KJ530171,HCV,1b,100.0
KJ530188,HCV,1a,100.0
KJ530196,HCV,1b,100.0
KJ530202,HCV,1b,100.0
KJ530204,HCV,1a,100.0
KJ530203,HCV,1b,100.0
KJ530201,HCV,1a,100.0
KJ530206,HCV,1b,100.0
KJ530209,HCV,1b,100.0
KJ530213,HCV,1a,100.0
KJ530207,HCV,1a,100.0
KJ530212,HCV,1b,100.0
KJ530211,HCV,1a,100.0
KJ530215,HCV,1b,100.0
KJ530205,HCV,1b,100.0
KP162348,HCV,1a,100.0
KP162350,HCV,3a,100.0
KP162353,HCV,1a,100.0
KP162344,HCV,1a,100.0
KP162354,HCV,1a,100.0
KP162356,HCV,1a,100.0
KP162362,HCV,1a,100.0
KP162360,HCV,1b,100.0
KP162358,HCV,1b,100.0
KP162367,HCV,1a,100.0
KP162371,HCV,1b,100.0
KP162370,HCV,6e,100.0
KP162365,HCV,1a,100.0
KP162357,HCV,1b,100.0
KP162406,HCV,1a,100.0
KP162403,HCV,3a,100.0
KP162407,HCV,4r,100.0
KP162405,HCV,1a,100.0
KP162409,HCV,1a,100.0
KP162408,HCV,1a,100.0
KP162404,HCV,1a,100.0
KP162412,HCV,1a,100.0
KP162411,HCV,3a,100.0
KP162410,HCV,1a,100.0
KP162425,HCV,1a,100.0
KP162384,HCV,6a,100.0
KP162415,HCV,3a,100.0
KP162426,HCV,1a,100.0
KP162422,HCV,1b,100.0
KP162421,HCV,3a,100.0
KP162432,HCV,1a,100.0
KP162431,HCV,1a,100.0
KP162435,HCV,1a,100.0
KP162434,HCV,1a,100.0
KP162440,HCV,1b,100.0
KP162439,HCV,1b,100.0
KP162430,HCV,1b,100.0
KP162444,HCV,4a,100.0
KP162442,HCV,3a,100.0
KP162452,HCV,1a,100.0
KP162455,HCV,1a,100.0
KP162436,HCV,3a,100.0
KP162458,HCV,1a,100.0
KP162463,HCV,3a,100.0
KP162462,HCV,3a,100.0
KP162461,HCV,1a,100.0
KP162460,HCV,1a,100.0
KP162474,HCV,1a,100.0
KP162472,HCV,1a,100.0
KP162478,HCV,1a,100.0
KP162446,HCV,1a,100.0
KP162481,HCV,1a,100.0
KP162494,HCV,1b,100.0
KP162488,HCV,1a,100.0
KP162486,HCV,1a,100.0
KP162484,HCV,1a,100.0
KP162482,HCV,1a,100.0
KP162473,HCV,1a,100.0
KP162496,HCV,3a,100.0
KP162507,HCV,1b,100.0
KP162493,HCV,1a,100.0
KP162518,HCV,1b,100.0
KP162513,HCV,3a,100.0
KP162519,HCV,1a,100.0
KP162506,HCV,5a,100.0
KP162512,HCV,1a,100.0
KP162525,HCV,1a,100.0
KP162529,HCV,1b,100.0
KP162531,HCV,1a,100.0
