name,virus,subtype,bootstrap support
MW205483,HCV,2j,67.0
MW205495,HCV,2i,100.0
MW205504,HCV,3b,100.0
MW205470,HCV,2j,100.0
MW205469,HCV,2b,65.0
MW205480,HCV,2b,54.0
MW205484,HCV,2j,92.0
MW205494,HCV,2j,49.0
MW205496,HCV,2i,100.0
MW205497,HCV,2i,100.0
MW205500,HCV,3b,100.0
MW205499,HCV,3b,100.0
MW205498,HCV,2i,92.0
MW205479,HCV,2j,62.0
MW205482,HCV,2j,52.0
MW205501,HCV,3b,100.0
MW205477,HCV,2j,73.0
MW205468,HCV,2j,92.0
MW205485,HCV,2r,100.0
MW205471,HCV,2j,100.0
MW205473,HCV,2k,38.0
MW205488,HCV,2j,100.0
MW205489,HCV,2j,90.0
MW205490,HCV,2j,42.0
MW205506,HCV,3b,100.0
MW205492,HCV,2c,100.0
MW205493,HCV,2c,100.0
MW205505,HCV,3b,100.0
MW205467,HCV,2j,70.0
MT032270,HCV,6n,100.0
MT032272,HCV,6n,100.0
MT032273,HCV,6n,100.0
MT032274,HCV,6n,100.0
MT032276,HCV,6n,100.0
MT032275,HCV,6n,100.0
MT032278,HCV,6n,100.0
MT032279,HCV,6n,100.0
MT032281,HCV,6xa,100.0
MT032290,HCV,6xa,100.0
MT032291,HCV,6xa,100.0
MT032292,HCV,6xa,100.0
MT032282,HCV,6xa,100.0
MT032286,HCV,6xa,100.0
MT032301,HCV,6xa,100.0
MT032304,HCV,6xa,100.0
MT032298,HCV,6xa,100.0
MW675788,HCV,1a,100.0
MW675791,HCV,1a,100.0
MW675790,HCV,1a,100.0
MW675799,HCV,4d,100.0
MW675793,HCV,1a,100.0
MW675794,HCV,1a,100.0
MW675798,HCV,4d,100.0
MW675795,HCV,1a,100.0
MW675792,HCV,1a,100.0
MW675797,HCV,4d,100.0
MW675800,HCV,4d,100.0
MW675789,HCV,1a,100.0
MT032265,HCV,6n,100.0
MT032266,HCV,6n,100.0
MT032267,HCV,6n,100.0
MT032269,HCV,6n,100.0
MT032271,HCV,6n,100.0
MT032268,HCV,6n,100.0
MT032277,HCV,6n,100.0
MT032283,HCV,6xa,82.0
MT032287,HCV,6xa,100.0
MT032288,HCV,6xa,100.0
MT032289,HCV,6xa,100.0
MT032280,HCV,6n,100.0
MT032293,HCV,6xa,100.0
MT032295,HCV,6xa,100.0
MT032297,HCV,6xa,100.0
MT032296,HCV,6xa,100.0
MT032294,HCV,6xa,100.0
MT032302,HCV,6xa,83.0
MT032300,HCV,6xa,100.0
MT032305,HCV,6xa,100.0
MT032303,HCV,6xa,100.0
MT032299,HCV,6xa,100.0
MW675796,HCV,1a,100.0
MG879000,HCV,6w,100.0
PQ899568,HCV,"unassigned_1, 5a-1c",NA
PQ899567,HCV,5a,100.0
MH885469,HCV,1c,97.0
MK134413,HCV,3a,100.0
MK134412,HCV,3a,100.0
MK134419,HCV,1a,100.0
MK134416,HCV,3g,100.0
MK134415,HCV,3b,100.0
MK134418,HCV,3a,100.0
MK134411,HCV,3i,100.0
MK134417,HCV,1a,100.0
MK134414,HCV,1b,100.0
MK134421,HCV,1a,100.0
MK134422,HCV,3a,100.0
MK134424,HCV,3a,100.0
MK134423,HCV,3a,100.0
MK134425,HCV,1b,100.0
MK134430,HCV,3a,100.0
MK134431,HCV,3a,100.0
MK134427,HCV,3b,100.0
MK134428,HCV,3a,100.0
MK134426,HCV,3a,100.0
MK134429,HCV,1b,100.0
MK134432,HCV,3a,100.0
MK134433,HCV,3a,100.0
MK187268,HCV,1a,100.0
MK187269,HCV,1b,100.0
MK187270,HCV,1b,100.0
MK187271,HCV,1b,100.0
MK187275,HCV,1b,100.0
MK187274,HCV,1a,100.0
MK187273,HCV,1a,100.0
MK187272,HCV,1b,100.0
MK187276,HCV,1b,100.0
MK134410,HCV,3a,100.0
MK134420,HCV,3a,100.0
MK187277,HCV,1a,100.0
MK187279,HCV,1b,100.0
MK187278,HCV,1a,100.0
MK187284,HCV,1b,100.0
MK187286,HCV,1b,100.0
MK187288,HCV,1b,100.0
MK187289,HCV,1a,100.0
MK187294,HCV,1a,100.0
MK187296,HCV,1b,100.0
MK187297,HCV,1b,100.0
MK187309,HCV,1b,100.0
MK187306,HCV,1b,100.0
MK187300,HCV,1a,100.0
MK187308,HCV,1b,100.0
MK187307,HCV,1b,100.0
MK187298,HCV,1a,100.0
MK187320,HCV,1a,100.0
MK187318,HCV,1b,100.0
MK187312,HCV,1b,100.0
MK187321,HCV,1b,100.0
MK187327,HCV,1a,100.0
MK187328,HCV,1b,100.0
MK187326,HCV,1b,100.0
MK187334,HCV,1b,100.0
MK187325,HCV,1b,100.0
MK187283,HCV,1b,100.0
MK187280,HCV,1b,100.0
MK187285,HCV,1b,100.0
MK187287,HCV,1a,100.0
MK187290,HCV,1b,100.0
MK187281,HCV,1a,100.0
MK187291,HCV,1a,100.0
MK187301,HCV,1a,100.0
MK187292,HCV,1b,100.0
MK187295,HCV,1a,100.0
MK187293,HCV,1b,100.0
MK187304,HCV,1a,100.0
MK187302,HCV,1b,100.0
MK187303,HCV,1b,100.0
MK187314,HCV,1b,100.0
MK187313,HCV,1b,100.0
MK187310,HCV,1b,100.0
MK187305,HCV,1b,100.0
MK187299,HCV,1a,100.0
MK187282,HCV,1b,100.0
MK187317,HCV,1a,100.0
MK187311,HCV,1b,100.0
MK187319,HCV,1a,100.0
MK187323,HCV,1b,100.0
MK187315,HCV,1b,100.0
MK187322,HCV,1b,100.0
MK187330,HCV,1b,100.0
MK187333,HCV,1b,100.0
MK187324,HCV,1b,100.0
MK187336,HCV,1a,100.0
MK187331,HCV,1b,100.0
MK187332,HCV,1b,100.0
MK187329,HCV,1b,100.0
MK187316,HCV,1b,100.0
MK187335,HCV,1b,100.0
MK187339,HCV,1b,100.0
MK187342,HCV,1a,100.0
MK187337,HCV,1b,100.0
MK187341,HCV,1a,100.0
MK187346,HCV,1a,100.0
MK187343,HCV,1b,100.0
MK187344,HCV,1b,100.0
MK187338,HCV,1a,100.0
MK187345,HCV,1a,100.0
MK187340,HCV,1a,100.0
MK187347,HCV,1b,100.0
D00944,HCV,2a,100.0
D28917,HCV,3a,100.0
D49374,HCV,3b,100.0
D90208,HCV,1b,100.0
D17763,HCV,3a,100.0
MT632108,HCV,1b,100.0
MT632106,HCV,1b,100.0
MT632107,HCV,1b,100.0
MT632105,HCV,1b,100.0
MT632113,HCV,1b,100.0
MT632112,HCV,1b,100.0
MT632118,HCV,1a,100.0
MT632111,HCV,1b,100.0
MT632114,HCV,1b,100.0
MT632110,HCV,1a,100.0
MT632117,HCV,1b,100.0
MT632115,HCV,1a,100.0
MT632119,HCV,1b,100.0
MT632116,HCV,1a,100.0
MT632109,HCV,1b,100.0
MT632120,HCV,1b,100.0
MT632122,HCV,1b,100.0
MT632123,HCV,1b,100.0
MT632125,HCV,1a,100.0
MT632129,HCV,1b,100.0
MT632124,HCV,1b,100.0
MT632121,HCV,1a,100.0
MT632132,HCV,1b,100.0
MT632128,HCV,1b,100.0
MT632134,HCV,1b,100.0
MT632135,HCV,1b,100.0
MT632136,HCV,1b,100.0
MT632133,HCV,1b,100.0
MT632131,HCV,1b,100.0
MT632130,HCV,1a,100.0
MT632137,HCV,1b,100.0
MT632138,HCV,1b,100.0
MT632140,HCV,1b,100.0
MT632145,HCV,1b,100.0
MT632141,HCV,1b,100.0
MT632144,HCV,1b,100.0
MT632139,HCV,1b,100.0
MT632147,HCV,1b,100.0
MT632142,HCV,1b,100.0
MT632143,HCV,1b,100.0
MT632152,HCV,1b,100.0
MT632150,HCV,1b,100.0
MT632149,HCV,1b,100.0
MT632151,HCV,1b,100.0
MT632148,HCV,1b,100.0
MT632153,HCV,1b,100.0
MT632155,HCV,1a,100.0
MT632154,HCV,1b,100.0
MT632159,HCV,1a,100.0
MT632157,HCV,1a,100.0
MT632156,HCV,1a,100.0
MT632158,HCV,3a,100.0
MT632164,HCV,1b,100.0
MT632161,HCV,1b,100.0
MT632165,HCV,1b,100.0
MT632160,HCV,1a,100.0
MT632167,HCV,1b,100.0
MT632166,HCV,1b,100.0
MT632170,HCV,3a,100.0
MT632168,HCV,1b,100.0
MT632171,HCV,1b,100.0
MT632173,HCV,1b,100.0
MT632174,HCV,1b,100.0
MT632175,HCV,1a,100.0
MT632172,HCV,3a,100.0
MT632178,HCV,1b,100.0
MT632176,HCV,1b,100.0
MT632179,HCV,3a,100.0
MT632181,HCV,1b,100.0
MT632180,HCV,3a,100.0
MT632182,HCV,1b,100.0
MT632183,HCV,1b,100.0
MT632186,HCV,3a,100.0
MT632184,HCV,1b,100.0
MT632187,HCV,1a,100.0
MT632185,HCV,1b,100.0
MT632188,HCV,1b,100.0
MT632191,HCV,1a,100.0
MT632190,HCV,1b,100.0
MT632192,HCV,1a,100.0
MT632194,HCV,3a,100.0
MT632193,HCV,1b,100.0
MT632162,HCV,3a,100.0
MT632163,HCV,1b,100.0
MT632169,HCV,1a,100.0
MT632177,HCV,1b,100.0
DQ516083,HCV,4d,100.0
EF026073,HCV,2j,100.0
Y13184,HCV,5a,100.0
U01214,HCV,1b,100.0
X76918,HCV,3a,100.0
Y11604,HCV,4a,100.0
Y12083,HCV,6a,100.0
AB047639,HCV,2a,100.0
AF169003,HCV,2a,100.0
AF238481,HCV,2a,100.0
AF238483,HCV,2a,100.0
AF169005,HCV,2a,100.0
AF177036,HCV,2a,100.0
AF238484,HCV,2a,100.0
AF238482,HCV,2a,100.0
AF238485,HCV,2a,100.0
AF064490,HCV,5a,100.0
AF046866,HCV,3a,100.0
AJ851228,HCV,1b,100.0
MK252866,HCV,6n,100.0
MK252867,HCV,6n,100.0
MK252868,HCV,6n,100.0
MK252869,HCV,6n,100.0
MK252870,HCV,6n,100.0
MK252879,HCV,6xa,100.0
MK252875,HCV,3b,100.0
MK252881,HCV,6n,100.0
MK252884,HCV,3a,100.0
MK252883,HCV,6xa,100.0
MK252885,HCV,6xa,100.0
MK252886,HCV,6xa,100.0
MK252876,HCV,3a,100.0
MK252878,HCV,6xa,100.0
MK252893,HCV,6xa,78.0
MK252891,HCV,6xa,100.0
MK252843,HCV,3b,100.0
MK252847,HCV,6n,100.0
MK252836,HCV,3b,100.0
MK252844,HCV,3b,100.0
MK252857,HCV,6n,100.0
MK252854,HCV,6n,100.0
MK252855,HCV,3b,100.0
MK252862,HCV,3b,100.0
MK252864,HCV,1a,100.0
MK252865,HCV,1a,100.0
MK252861,HCV,3b,100.0
MK252837,HCV,6xa,100.0
MK252860,HCV,1a,100.0
MK252871,HCV,6n,100.0
MK252880,HCV,6xa,100.0
MK252872,HCV,6n,100.0
MK252874,HCV,6xa,83.0
MK252873,HCV,6xa,100.0
MK252853,HCV,3b,100.0
MK252887,HCV,3a,100.0
MK252877,HCV,6xa,100.0
MK252889,HCV,3b,100.0
MK252890,HCV,3a,100.0
MK252894,HCV,3a,100.0
MK252888,HCV,6n,100.0
MK252895,HCV,6xa,100.0
MK252896,HCV,6xa,100.0
MK252897,HCV,3b,100.0
MK252882,HCV,3b,100.0
MK252825,HCV,3b,100.0
MK252826,HCV,6xa,100.0
MK252839,HCV,6n,100.0
MK252840,HCV,6xa,100.0
MK252831,HCV,3b,100.0
MK252841,HCV,6xa,100.0
MK252842,HCV,6n,100.0
MK252832,HCV,1a,100.0
MK252828,HCV,6n,100.0
MK252830,HCV,3b,100.0
MK252829,HCV,3b,100.0
MK252850,HCV,6xa,100.0
MK252849,HCV,3b,100.0
MK252851,HCV,3b,100.0
MK252848,HCV,6xa,100.0
MK252852,HCV,6xa,100.0
MK252833,HCV,6xa,100.0
MK252845,HCV,3b,100.0
MK252834,HCV,6n,100.0
MK252835,HCV,6xa,100.0
MK252838,HCV,6xa,100.0
MK252858,HCV,6n,100.0
MK252846,HCV,1b,100.0
MK252863,HCV,3b,100.0
MK252859,HCV,6xa,100.0
AM408911,HCV,2j,100.0
AY051292,HCV,1c,100.0
AY651061,HCV,1c,100.0
AY878650,HCV,6l,100.0
GU814263,HCV,3a,100.0
GU814265,HCV,4a,100.0
HM566120,HCV,4a,100.0
HM566121,HCV,5a,100.0
HQ450380,HCV,6u,100.0
HQ912953,HCV,3a,100.0
HQ912955,HCV,6a,100.0
HQ912954,HCV,6a,100.0
JF509176,HCV,3a,100.0
JN588558,HCV,3a,100.0
EU392169,HCV,4f,100.0
EU862823,HCV,1a,100.0
EU862824,HCV,1a,100.0
EU862833,HCV,1a,100.0
EU862834,HCV,1a,100.0
PX446232,HCV,4f,100.0
PX459926,HCV,1e,100.0
EU862832,HCV,1a,100.0
PX376056,HCV,1l,100.0
PX290144,HCV,4f,100.0
FJ217356,HCV,1b,100.0
FJ380067,HCV,1b,100.0
FJ380068,HCV,1b,100.0
FJ380065,HCV,1b,100.0
FJ380072,HCV,1b,100.0
FJ380078,HCV,1b,100.0
FJ380073,HCV,1b,100.0
FJ380074,HCV,1b,100.0
FJ380075,HCV,1b,100.0
FJ380076,HCV,1b,100.0
FJ380071,HCV,1b,100.0
FJ380081,HCV,1b,100.0
FJ380077,HCV,1b,100.0
FJ380084,HCV,1b,100.0
FJ380080,HCV,1b,100.0
FJ380082,HCV,1b,100.0
FJ380088,HCV,1b,100.0
FJ380083,HCV,1b,100.0
FJ380085,HCV,1b,100.0
FJ380089,HCV,1b,100.0
FJ380087,HCV,1b,100.0
FJ469194,HCV,6a,100.0
FJ469207,HCV,6a,100.0
FJ469208,HCV,6a,100.0
FJ469210,HCV,6a,100.0
