name,virus,subtype,bootstrap support
MW205388,HCV,4a,72.0
MW205383,HCV,4o,100.0
MW205446,HCV,2i,100.0
MW205417,HCV,6e,100.0
MT863951,HCV,4d,100.0
MT863957,HCV,4d,100.0
MT863995,HCV,3a,100.0
MT863997,HCV,3a,100.0
MW205390,HCV,4a,100.0
MW205392,HCV,4r,100.0
MW205404,HCV,4k,100.0
MW205376,HCV,4v,100.0
MW205403,HCV,4k,100.0
MW205395,HCV,4r,100.0
MW205397,HCV,4k,70.0
MW205464,HCV,2a,100.0
MW205462,HCV,2j,100.0
MW205385,HCV,4v,78.0
MW205382,HCV,4o,100.0
MW205386,HCV,4a,88.0
MW205379,HCV,4v,57.0
MW205380,HCV,4v,65.0
MW205419,HCV,6e,100.0
MW205418,HCV,6e,100.0
MW205421,HCV,6e,100.0
MW205381,HCV,4o,100.0
MW205428,HCV,1g,100.0
MW205448,HCV,2i,79.0
MW205451,HCV,2c,100.0
MW205447,HCV,2i,97.0
MW205455,HCV,2r,100.0
MW205458,HCV,2j,68.0
MW205460,HCV,2a,89.0
MW205456,HCV,2a,100.0
MW205426,HCV,1g,100.0
MW205453,HCV,2c,100.0
MW205413,HCV,4n,100.0
MT863939,HCV,3a,100.0
MT863941,HCV,3a,100.0
MT863943,HCV,1a,100.0
MT863945,HCV,1a,100.0
MT863947,HCV,1a,100.0
MT863953,HCV,4d,100.0
MT863959,HCV,1a,100.0
MT863961,HCV,3a,100.0
MT863963,HCV,3a,100.0
MT863965,HCV,4d,100.0
MT863967,HCV,1a,100.0
MT863969,HCV,4d,100.0
MT863971,HCV,3a,100.0
MT863949,HCV,1a,100.0
MT863975,HCV,4d,100.0
MT863977,HCV,1a,100.0
MT863981,HCV,1a,100.0
MT863973,HCV,1a,100.0
MT863983,HCV,3a,100.0
MT863979,HCV,1a,100.0
MT863987,HCV,4d,100.0
MT863991,HCV,1a,100.0
MT863993,HCV,1a,100.0
MT863999,HCV,3a,100.0
MT863985,HCV,3a,100.0
MT864001,HCV,3a,100.0
MT864005,HCV,3a,100.0
MT863989,HCV,1a,100.0
MT863955,HCV,1a,100.0
MT864003,HCV,1a,100.0
MW205378,HCV,4v,100.0
MW205396,HCV,4k,36.0
MW205399,HCV,4k,100.0
MW205400,HCV,4k,100.0
MW205401,HCV,4k,100.0
MW205411,HCV,4n,100.0
MW205393,HCV,4r,100.0
MW205433,HCV,3b,100.0
MW205431,HCV,3b,100.0
MW205432,HCV,3b,100.0
MW205407,HCV,4n,100.0
MW205435,HCV,3k,100.0
MW205405,HCV,4f,100.0
MW205438,HCV,2j,70.0
MW205440,HCV,2a,99.0
MW675788,HCV,1a,100.0
MW675790,HCV,1a,100.0
MW675793,HCV,1a,100.0
MW675792,HCV,1a,100.0
MW675797,HCV,4d,100.0
MG000203,HCV,4r,100.0
MG000204,HCV,4r,100.0
MG000213,HCV,4r,100.0
MG000220,HCV,4r,100.0
MG000216,HCV,4r,100.0
MG000217,HCV,4r,100.0
MG000234,HCV,4r,100.0
MG000233,HCV,4r,100.0
MG000235,HCV,4r,100.0
MG000232,HCV,4r,100.0
MG879000,HCV,6w,100.0
MG000205,HCV,4r,100.0
MG000207,HCV,4r,100.0
MG000223,HCV,4r,100.0
MG000226,HCV,4r,100.0
MG000224,HCV,4r,100.0
MG000209,HCV,4r,100.0
MG000231,HCV,4r,100.0
MG000228,HCV,4r,100.0
MG000214,HCV,4r,100.0
MG000227,HCV,4r,100.0
MG000215,HCV,4r,100.0
MG739081,HCV,1a,100.0
MG739115,HCV,1a,100.0
MG739117,HCV,1a,100.0
MG739121,HCV,1a,100.0
MG739116,HCV,1a,100.0
MG739120,HCV,1a,100.0
MG739077,HCV,1a,100.0
MG739149,HCV,1a,100.0
MG739148,HCV,1a,100.0
PQ899568,HCV,"unassigned_1, 5a-1c",NA
PQ899567,HCV,5a,100.0
MG878999,HCV,1b,86.0
MG437050,HCV,6n,100.0
MH885469,HCV,1c,97.0
MK092100,HCV,1b,100.0
MK092098,HCV,1b,100.0
MK092106,HCV,1b,100.0
MK092104,HCV,1b,100.0
MK092096,HCV,1b,100.0
MK092102,HCV,1b,100.0
MK092110,HCV,1b,100.0
MK092108,HCV,1b,100.0
D00944,HCV,2a,100.0
D10988,HCV,2b,100.0
D28917,HCV,3a,100.0
D49374,HCV,3b,100.0
D90208,HCV,1b,100.0
D17763,HCV,3a,100.0
DQ244140,HCV,1b,100.0
DQ244141,HCV,1b,100.0
MK252766,HCV,3b,100.0
MK252768,HCV,1a,100.0
MK252764,HCV,3b,100.0
MK252765,HCV,3b,100.0
MK252767,HCV,3b,100.0
MK252772,HCV,3b,100.0
MK252773,HCV,6xa,100.0
MK252769,HCV,6xa,100.0
MK252770,HCV,6n,100.0
MK252774,HCV,6n,100.0
MK252776,HCV,6xa,100.0
MK252783,HCV,3b,100.0
MK252777,HCV,3b,100.0
MK252782,HCV,6xa,100.0
MK252778,HCV,3b,100.0
MK252779,HCV,6n,100.0
MK252784,HCV,6xa,100.0
MK252780,HCV,6xa,100.0
MK252786,HCV,6n,100.0
