name,virus,subtype,bootstrap support
HQ229336,HCV,3a,100
HQ229427,HCV,1b,100
HQ229454,HCV,1b,100
HQ229453,HCV,1a,100
HQ229431,HCV,3a,100
HQ229456,HCV,1b,100
HQ229469,HCV,1a,100
HQ229455,HCV,3a,100
HQ229351,HCV,1a,100
HQ229335,HCV,3a,100
HQ229386,HCV,1a,100
HQ229396,HCV,1b,100
HQ229421,HCV,3a,100
HQ229433,HCV,1b,100
HQ229463,HCV,1a,100
HQ229464,HCV,3a,100
HQ229470,HCV,1a,100
HQ229476,HCV,3a,100
HQ229482,HCV,3a,100
HQ229481,HCV,3a,100
HQ229487,HCV,3a,100
HQ229483,HCV,3b,100
HQ229486,HCV,3a,100
HQ229498,HCV,1a,100
HQ229495,HCV,3a,100
HQ229499,HCV,1a,100
HQ229496,HCV,3b,100
HQ229338,HCV,1b,100
HQ229339,HCV,3a,100
HQ229337,HCV,3a,100
FJ807143,HCV,4d,100
HQ229521,HCV,1a,100
HQ229516,HCV,3b,100
HQ229519,HCV,1a,100
HQ229514,HCV,1b,100
HQ229518,HCV,3a,100
FJ807162,HCV,4d,100
FJ807163,HCV,4d,100
FJ807166,HCV,4d,100
HQ229324,HCV,1a,100
HQ229326,HCV,1a,100
HQ229325,HCV,1a,100
HQ229329,HCV,1a,100
MK135308,HCV,1a,100
MK135316,HCV,1a,100
MK135314,HCV,1a,100
MK135318,HCV,1a,100
MK135304,HCV,1a,100
MK135320,HCV,1a,100
MK135322,HCV,1a,100
MK135323,HCV,1a,100
MK135321,HCV,1a,100
MK135313,HCV,1a,100
MK135315,HCV,1a,100
MK135325,HCV,1a,100
MK135330,HCV,1a,100
MK135329,HCV,1a,100
MK135312,HCV,1a,100
MK135338,HCV,1a,100
MK135342,HCV,1a,100
MK135341,HCV,1a,100
MK135334,HCV,1a,100
MK135333,HCV,1a,100
MK135336,HCV,1a,100
MK135346,HCV,1a,100
MK135347,HCV,1a,100
MK135343,HCV,1a,100
MK135310,HCV,1a,100
MK135349,HCV,1a,100
MK135351,HCV,1a,100
MK135358,HCV,"unassigned_1, 1b-1a",NA
MK135355,HCV,1a,100
MK135360,HCV,1b,100
MK135352,HCV,1a,100
MK135366,HCV,"unassigned_1, 1b-1a",NA
MK135364,HCV,1b,100
MK135375,HCV,1b,100
MK135362,HCV,1b,100
MK135383,HCV,"unassigned_1, 1b-1a",NA
MK135382,HCV,1b,100
MK135381,HCV,1b,100
MK135369,HCV,"unassigned_1, 1b-1a",NA
MK135372,HCV,1b,100
MK135370,HCV,1b,100
MK135385,HCV,1b,100
MK135388,HCV,1b,100
MK135390,HCV,1b,100
MK135394,HCV,1b,100
MK135396,HCV,1b,100
MK135393,HCV,1b,100
MK135397,HCV,1b,100
MK135401,HCV,1b,100
MK135402,HCV,1b,100
MK135405,HCV,1b,100
MK135408,HCV,1b,100
MK135403,HCV,1b,100
MK135418,HCV,3a,100
MK135417,HCV,3a,100
MK135415,HCV,3a,100
MK135419,HCV,3a,100
MK135424,HCV,3a,100
MK135422,HCV,3a,100
MK135421,HCV,3a,100
MK135409,HCV,1b,100
MK135412,HCV,1b,100
MK135411,HCV,1b,100
MK135426,HCV,3a,100
MK135425,HCV,3a,100
MK135427,HCV,3a,100
MH614247,HCV,3a,100
MH614248,HCV,3a,100
MK135431,HCV,3a,100
MH614249,HCV,1a,100
MH614250,HCV,3a,100
MK135432,HCV,3a,100
MK135433,HCV,3a,100
MK135373,HCV,1b,100
MK135378,HCV,1b,100
PX468941,HCV,1b,100
PX468942,HCV,1b,100
PX468940,HCV,1b,100
PX468935,HCV,1a,100
PX468936,HCV,1a,100
PX468938,HCV,1a,100
MH614253,HCV,3a,100
PX468945,HCV,1b,100
MH614252,HCV,3a,100
PX468944,HCV,1b,100
MH614255,HCV,3a,100
PX468950,HCV,3a,100
PX468948,HCV,1b,100
PX468952,HCV,3a,100
MH614257,HCV,4a,100
MH614260,HCV,3a,100
MT502209,HCV,3a,100
MH614259,HCV,1a,100
MH614254,HCV,1a,100
MH614258,HCV,3a,100
MH614256,HCV,1a,100
MT502233,HCV,3a,100
MT502232,HCV,3a,100
MT502234,HCV,3a,100
MT502236,HCV,3a,100
MT502241,HCV,3a,100
MT502205,HCV,3a,100
MT502207,HCV,3a,100
MT502204,HCV,3a,100
PX468955,HCV,3a,100
PX468953,HCV,3a,100
MT502208,HCV,3a,100
MT502224,HCV,3a,100
MT502226,HCV,3a,100
MT502228,HCV,3a,100
MT502221,HCV,3a,100
MT502227,HCV,3a,100
MT502225,HCV,3a,100
MT502230,HCV,3a,100
MT502222,HCV,3a,100
MT502223,HCV,3a,100
MT502229,HCV,3a,100
KR095344,HCV,6c,100
KR095342,HCV,6i,100
KR095343,HCV,6c,100
KR095348,HCV,6f,100
KR095346,HCV,6n,100
KR095347,HCV,6n,100
KR095349,HCV,6f,100
KR095350,HCV,6c,100
KR095351,HCV,6n,100
MT502244,HCV,3a,100
KR095345,HCV,6c,100
MT502239,HCV,3a,100
MT502237,HCV,3a,100
MT502242,HCV,3a,100
MT502238,HCV,3a,100
MT502235,HCV,3a,100
KR095352,HCV,6f,100
KR095354,HCV,6f,100
KR095353,HCV,6f,100
AB488514,HCV,1b,100
AB488513,HCV,1b,100
AB488517,HCV,1b,100
AB488516,HCV,1b,100
AB488519,HCV,1b,100
AB488520,HCV,1b,100
AB488518,HCV,1b,100
MT502210,HCV,3a,100
AB461381,HCV,1b,100
AB461378,HCV,1b,100
AB461379,HCV,1b,100
MT502213,HCV,3a,100
AB461382,HCV,1b,100
AB461380,HCV,1b,100
AB488521,HCV,1b,100
MT502215,HCV,3a,100
AB488522,HCV,1b,100
AB461375,HCV,1b,100
AB461376,HCV,1b,100
AB461374,HCV,1b,100
AY321572,HCV,1b,100
AY321575,HCV,1b,100
AY321577,HCV,1b,100
AY321576,HCV,1b,100
AY321573,HCV,1b,100
KU362459,HCV,1a,100
KU362458,HCV,1a,100
AY321571,HCV,1b,100
KU362474,HCV,1a,100
KU362475,HCV,1a,100
KU362477,HCV,1a,100
KU362479,HCV,1a,100
KU362478,HCV,1a,100
KU362480,HCV,1a,100
KU362503,HCV,1b,100
KU362504,HCV,1b,100
KU362506,HCV,1b,100
KU362507,HCV,1b,100
KU362508,HCV,1b,100
KU362505,HCV,1b,100
KU362528,HCV,1b,100
KU362527,HCV,1b,100
KU362526,HCV,1b,100
KU362524,HCV,1b,100
KU362525,HCV,1b,100
KU362529,HCV,1b,100
KU362542,HCV,1b,100
KU362541,HCV,1b,100
KU362538,HCV,1b,100
KU362540,HCV,1b,100
KU362539,HCV,1b,100
KT921390,HCV,6j,100
OM287929,HCV,6w,100
OM287930,HCV,6w,100
KT921389,HCV,6i,100
HQ229343,HCV,3a,100
HQ229331,HCV,1a,100
HQ229342,HCV,3a,100
HQ229332,HCV,1b,100
HQ229333,HCV,3a,100
HQ229345,HCV,1b,100
HQ229330,HCV,1b,100
HQ229344,HCV,3b,100
HQ229356,HCV,1a,100
HQ229328,HCV,1a,100
HQ229401,HCV,3a,100
HQ229445,HCV,3b,100
HQ229422,HCV,1a,100
HQ229426,HCV,1a,100
HQ229387,HCV,1a,100
HQ229448,HCV,3a,100
HQ229449,HCV,3a,100
HQ229555,HCV,3a,100
HQ229537,HCV,3a,100
HQ229543,HCV,1b,100
AY321567,HCV,1b,100
AB461383,HCV,1b,100
AY321569,HCV,1b,100
AY321568,HCV,1b,100
AY321570,HCV,1b,100
AY321564,HCV,1b,100
AY321565,HCV,1b,100
KU362460,HCV,1a,100
KU362461,HCV,1a,100
KU362465,HCV,1a,100
KU362464,HCV,1a,100
KU362466,HCV,1a,100
KU362462,HCV,1a,100
KU362470,HCV,1a,100
KU362471,HCV,1a,100
KU362468,HCV,1a,100
KU362472,HCV,1a,100
KU362473,HCV,1a,100
KU362469,HCV,1a,100
KU362481,HCV,1a,100
KU362485,HCV,1a,100
KU362484,HCV,1a,100
KU362487,HCV,1a,100
KU362486,HCV,1a,100
KU362483,HCV,1a,100
KU362489,HCV,1a,100
KU362491,HCV,1a,100
KU362493,HCV,1a,100
KU362492,HCV,1a,100
KU362490,HCV,1a,100
KU362494,HCV,1a,100
KU362495,HCV,1a,100
KU362498,HCV,1a,100
KU362499,HCV,1a,100
KU362500,HCV,1a,100
KU362501,HCV,1b,100
KU362497,HCV,1a,100
KU362510,HCV,1b,100
KU362512,HCV,1b,100
KU362511,HCV,1b,100
KU362514,HCV,1b,100
KU362515,HCV,1b,100
KU362509,HCV,1b,100
KU362518,HCV,1b,100
KU362516,HCV,1b,100
KU362521,HCV,1b,100
KU362520,HCV,1b,100
KU362517,HCV,1b,100
KU362522,HCV,1b,100
KU362532,HCV,1b,100
KU362531,HCV,1b,100
KU362534,HCV,1b,100
KU362535,HCV,1b,100
KU362536,HCV,1b,100
KU362533,HCV,1b,100
KU362546,HCV,1b,100
KU362545,HCV,1b,100
KU362550,HCV,1b,100
KU362549,HCV,1b,100
KU362548,HCV,1b,100
KU362547,HCV,1b,100
KU362552,HCV,1b,100
KT921379,HCV,3a,100
KT921381,HCV,3a,100
KT921380,HCV,3a,100
KT921384,HCV,3b,100
KT921385,HCV,6f,100
KT921382,HCV,3a,100
KT921383,HCV,3a,100
KT921386,HCV,6f,100
KT921388,HCV,6c,100
KT921387,HCV,6f,100
KT921377,HCV,3a,100
KR071885,HCV,1a,100
KR071882,HCV,1a,100
KR071886,HCV,1a,100
KR072028,HCV,3a,100
